codeAssociationSortNumber|level|codeAcronym|codeOfficialTitle|codeMediumTitle|codeShortTitle|codeOfficialTitleEn|codeMediumTitleEn|codeShortTitleEn|codeNote|codeNoteEn|codeIncludes|codeIncludesAlso|codeExcludes|codeInfo|codeAdditionalInfo|codeInfoEn|codeUnitOfMeasure|parentCode|codeValidFrom|codeValidTo|codeDateCreated|codeDateModified
"1495"|"5"|"SK0326557331"|"Gregorova Vieska"|"Gregorova Vieska"|"Gregorova Vieska"|"Gregorova Vieska"|"Gregorova Vieska"|"Gregorova Vieska"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1496"|"5"|"SK0326511421"|"Halič"|"Halič"|"Halič"|"Halič"|"Halič"|"Halič"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1497"|"5"|"SK0326511439"|"Holiša"|"Holiša"|"Holiša"|"Holiša"|"Holiša"|"Holiša"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1498"|"5"|"SK0326511463"|"Jelšovec"|"Jelšovec"|"Jelšovec"|"Jelšovec"|"Jelšovec"|"Jelšovec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1499"|"5"|"SK0326511480"|"Kalonda"|"Kalonda"|"Kalonda"|"Kalonda"|"Kalonda"|"Kalonda"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1500"|"5"|"SK0326511374"|"Kotmanová"|"Kotmanová"|"Kotmanová"|"Kotmanová"|"Kotmanová"|"Kotmanová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1501"|"5"|"SK0326511528"|"Lehôtka"|"Lehôtka"|"Lehôtka"|"Lehôtka"|"Lehôtka"|"Lehôtka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1502"|"5"|"SK0326511536"|"Lentvora"|"Lentvora"|"Lentvora"|"Lentvora"|"Lentvora"|"Lentvora"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1503"|"5"|"SK0326511544"|"Lipovany"|"Lipovany"|"Lipovany"|"Lipovany"|"Lipovany"|"Lipovany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1504"|"5"|"SK0326511552"|"Lovinobaňa"|"Lovinobaňa"|"Lovinobaňa"|"Lovinobaňa"|"Lovinobaňa"|"Lovinobaňa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1505"|"5"|"SK0326511561"|"Ľuboreč"|"Ľuboreč"|"Ľuboreč"|"Ľuboreč"|"Ľuboreč"|"Ľuboreč"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1506"|"5"|"SK0326511218"|"Lučenec"|"Lučenec"|"Lučenec"|"Lučenec"|"Lučenec"|"Lučenec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1507"|"5"|"SK0326511579"|"Lupoč"|"Lupoč"|"Lupoč"|"Lupoč"|"Lupoč"|"Lupoč"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1508"|"5"|"SK0326511609"|"Mašková"|"Mašková"|"Mašková"|"Mašková"|"Mašková"|"Mašková"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1509"|"5"|"SK0326580309"|"Mikušovce"|"Mikušovce"|"Mikušovce"|"Mikušovce"|"Mikušovce"|"Mikušovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1510"|"5"|"SK0326511625"|"Mučín"|"Mučín"|"Mučín"|"Mučín"|"Mučín"|"Mučín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1511"|"5"|"SK0326511641"|"Mýtna"|"Mýtna"|"Mýtna"|"Mýtna"|"Mýtna"|"Mýtna"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1512"|"5"|"SK0326511668"|"Nitra nad Ipľom"|"Nitra nad Ipľom"|"Nitra nad Ipľom"|"Nitra nad Ipľom"|"Nitra nad Ipľom"|"Nitra nad Ipľom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1513"|"5"|"SK0326511676"|"Nové Hony"|"Nové Hony"|"Nové Hony"|"Nové Hony"|"Nové Hony"|"Nové Hony"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1514"|"5"|"SK0326511692"|"Panické Dravce"|"Panické Dravce"|"Panické Dravce"|"Panické Dravce"|"Panické Dravce"|"Panické Dravce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1515"|"5"|"SK0326511722"|"Pleš"|"Pleš"|"Pleš"|"Pleš"|"Pleš"|"Pleš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1516"|"5"|"SK0326511706"|"Píla"|"Píla"|"Píla"|"Píla"|"Píla"|"Píla"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1517"|"5"|"SK0326511714"|"Pinciná"|"Pinciná"|"Pinciná"|"Pinciná"|"Pinciná"|"Pinciná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1518"|"5"|"SK0326511749"|"Podrečany"|"Podrečany"|"Podrečany"|"Podrečany"|"Podrečany"|"Podrečany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1519"|"5"|"SK0326511757"|"Polichno"|"Polichno"|"Polichno"|"Polichno"|"Polichno"|"Polichno"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1520"|"5"|"SK0326511773"|"Praha"|"Praha"|"Praha"|"Praha"|"Praha"|"Praha"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1521"|"5"|"SK0326511781"|"Prša"|"Prša"|"Prša"|"Prša"|"Prša"|"Prša"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1522"|"5"|"SK0326511790"|"Radzovce"|"Radzovce"|"Radzovce"|"Radzovce"|"Radzovce"|"Radzovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1523"|"5"|"SK0326511803"|"Rapovce"|"Rapovce"|"Rapovce"|"Rapovce"|"Rapovce"|"Rapovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1524"|"5"|"SK0326511811"|"Ratka"|"Ratka"|"Ratka"|"Ratka"|"Ratka"|"Ratka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1525"|"5"|"SK0326511838"|"Ružiná"|"Ružiná"|"Ružiná"|"Ružiná"|"Ružiná"|"Ružiná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1526"|"5"|"SK0326511846"|"Stará Halič"|"Stará Halič"|"Stará Halič"|"Stará Halič"|"Stará Halič"|"Stará Halič"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1527"|"5"|"SK0326511854"|"Šávoľ"|"Šávoľ"|"Šávoľ"|"Šávoľ"|"Šávoľ"|"Šávoľ"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1528"|"5"|"SK0326511862"|"Šiatorská Bukovinka"|"Šiatorská Bukovinka"|"Šiatorská Bukovinka"|"Šiatorská Bukovinka"|"Šiatorská Bukovinka"|"Šiatorská Bukovinka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1529"|"5"|"SK0326511871"|"Šíd"|"Šíd"|"Šíd"|"Šíd"|"Šíd"|"Šíd"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1530"|"5"|"SK0326511897"|"Šurice"|"Šurice"|"Šurice"|"Šurice"|"Šurice"|"Šurice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1531"|"5"|"SK0326511901"|"Točnica"|"Točnica"|"Točnica"|"Točnica"|"Točnica"|"Točnica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1532"|"5"|"SK0326511919"|"Tomášovce"|"Tomášovce"|"Tomášovce"|"Tomášovce"|"Tomášovce"|"Tomášovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1533"|"5"|"SK0326511927"|"Trebeľovce"|"Trebeľovce"|"Trebeľovce"|"Trebeľovce"|"Trebeľovce"|"Trebeľovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1534"|"5"|"SK0326557340"|"Trenč"|"Trenč"|"Trenč"|"Trenč"|"Trenč"|"Trenč"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1535"|"5"|"SK0326511943"|"Tuhár"|"Tuhár"|"Tuhár"|"Tuhár"|"Tuhár"|"Tuhár"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1536"|"5"|"SK0326511994"|"Veľká nad Ipľom"|"Veľká nad Ipľom"|"Veľká nad Ipľom"|"Veľká nad Ipľom"|"Veľká nad Ipľom"|"Veľká nad Ipľom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1537"|"5"|"SK0326512010"|"Veľké Dravce"|"Veľké Dravce"|"Veľké Dravce"|"Veľké Dravce"|"Veľké Dravce"|"Veľké Dravce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1538"|"5"|"SK0326557307"|"Vidiná"|"Vidiná"|"Vidiná"|"Vidiná"|"Vidiná"|"Vidiná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1539"|"4"|"SK0327"|"Okres Poltár"|"Poltár"|"Poltár"|"District of Poltár"|"Poltár"|"Poltár"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK032"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"1540"|"5"|"SK0327511269"|"Breznička"|"Breznička"|"Breznička"|"Breznička"|"Breznička"|"Breznička"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1541"|"5"|"SK0327511315"|"Cinobaňa"|"Cinobaňa"|"Cinobaňa"|"Cinobaňa"|"Cinobaňa"|"Cinobaňa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1542"|"5"|"SK0327511340"|"České Brezovo"|"České Brezovo"|"České Brezovo"|"České Brezovo"|"České Brezovo"|"České Brezovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1543"|"5"|"SK0327557323"|"Ďubákovo"|"Ďubákovo"|"Ďubákovo"|"Ďubákovo"|"Ďubákovo"|"Ďubákovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1544"|"5"|"SK0327511447"|"Hradište"|"Hradište"|"Hradište"|"Hradište"|"Hradište"|"Hradište"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1545"|"5"|"SK0327514900"|"Hrnčiarska Ves"|"Hrnčiarska Ves"|"Hrnčiarska Ves"|"Hrnčiarska Ves"|"Hrnčiarska Ves"|"Hrnčiarska Ves"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1546"|"5"|"SK0327514918"|"Hrnčiarske Zalužany"|"Hrnčiarske Zalužany"|"Hrnčiarske Zalužany"|"Hrnčiarske Zalužany"|"Hrnčiarske Zalužany"|"Hrnčiarske Zalužany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1547"|"5"|"SK0327511471"|"Kalinovo"|"Kalinovo"|"Kalinovo"|"Kalinovo"|"Kalinovo"|"Kalinovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1548"|"5"|"SK0327511498"|"Kokava nad Rimavicou"|"Kokava nad Rimavicou"|"Kokava nad Rimavicou"|"Kokava nad Rimavicou"|"Kokava nad Rimavicou"|"Kokava nad Rimavicou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1549"|"5"|"SK0327511501"|"Krná"|"Krná"|"Krná"|"Krná"|"Krná"|"Krná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1550"|"5"|"SK0327511595"|"Málinec"|"Málinec"|"Málinec"|"Málinec"|"Málinec"|"Málinec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1551"|"5"|"SK0327511617"|"Mládzovo"|"Mládzovo"|"Mládzovo"|"Mládzovo"|"Mládzovo"|"Mládzovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1552"|"5"|"SK0327511684"|"Ozdín"|"Ozdín"|"Ozdín"|"Ozdín"|"Ozdín"|"Ozdín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1553"|"5"|"SK0327511765"|"Poltár"|"Poltár"|"Poltár"|"Poltár"|"Poltár"|"Poltár"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1554"|"5"|"SK0327511820"|"Rovňany"|"Rovňany"|"Rovňany"|"Rovňany"|"Rovňany"|"Rovňany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1555"|"5"|"SK0327515515"|"Selce"|"Selce"|"Selce"|"Selce"|"Selce"|"Selce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1556"|"5"|"SK0327515591"|"Sušany"|"Sušany"|"Sušany"|"Sušany"|"Sušany"|"Sušany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1557"|"5"|"SK0327511889"|"Šoltýska"|"Šoltýska"|"Šoltýska"|"Šoltýska"|"Šoltýska"|"Šoltýska"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1558"|"5"|"SK0327511978"|"Uhorské"|"Uhorské"|"Uhorské"|"Uhorské"|"Uhorské"|"Uhorské"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1559"|"5"|"SK0327580317"|"Utekáč"|"Utekáč"|"Utekáč"|"Utekáč"|"Utekáč"|"Utekáč"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1560"|"5"|"SK0327512001"|"Veľká Ves"|"Veľká Ves"|"Veľká Ves"|"Veľká Ves"|"Veľká Ves"|"Veľká Ves"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1561"|"5"|"SK0327582051"|"Zlatno"|"Zlatno"|"Zlatno"|"Zlatno"|"Zlatno"|"Zlatno"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0327"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1562"|"4"|"SK0328"|"Okres Revúca"|"Revúca"|"Revúca"|"District of Revúca"|"Revúca"|"Revúca"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK032"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"1563"|"5"|"SK0328514675"|"Držkovce"|"Držkovce"|"Držkovce"|"Držkovce"|"Držkovce"|"Držkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1564"|"5"|"SK0328514721"|"Gemer"|"Gemer"|"Gemer"|"Gemer"|"Gemer"|"Gemer"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1565"|"5"|"SK0328514756"|"Gemerská Ves"|"Gemerská Ves"|"Gemerská Ves"|"Gemerská Ves"|"Gemerská Ves"|"Gemerská Ves"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1566"|"5"|"SK0328525677"|"Gemerské Teplice"|"Gemerské Teplice"|"Gemerské Teplice"|"Gemerské Teplice"|"Gemerské Teplice"|"Gemerské Teplice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1567"|"5"|"SK0328525685"|"Gemerský Sad"|"Gemerský Sad"|"Gemerský Sad"|"Gemerský Sad"|"Gemerský Sad"|"Gemerský Sad"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1568"|"5"|"SK0328514896"|"Hrlica"|"Hrlica"|"Hrlica"|"Hrlica"|"Hrlica"|"Hrlica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1569"|"5"|"SK0328525766"|"Hucín"|"Hucín"|"Hucín"|"Hucín"|"Hucín"|"Hucín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1570"|"5"|"SK0328525791"|"Jelšava"|"Jelšava"|"Jelšava"|"Jelšava"|"Jelšava"|"Jelšava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1571"|"5"|"SK0328525812"|"Kameňany"|"Kameňany"|"Kameňany"|"Kameňany"|"Kameňany"|"Kameňany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1572"|"5"|"SK0328515574"|"Leváre"|"Leváre"|"Leváre"|"Leváre"|"Leváre"|"Leváre"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1573"|"5"|"SK0328515159"|"Levkuška"|"Levkuška"|"Levkuška"|"Levkuška"|"Levkuška"|"Levkuška"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1574"|"5"|"SK0328525901"|"Licince"|"Licince"|"Licince"|"Licince"|"Licince"|"Licince"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1575"|"5"|"SK0328525928"|"Lubeník"|"Lubeník"|"Lubeník"|"Lubeník"|"Lubeník"|"Lubeník"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1576"|"5"|"SK0328525944"|"Magnezitovce"|"Magnezitovce"|"Magnezitovce"|"Magnezitovce"|"Magnezitovce"|"Magnezitovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1577"|"5"|"SK0328580384"|"Mokrá Lúka"|"Mokrá Lúka"|"Mokrá Lúka"|"Mokrá Lúka"|"Mokrá Lúka"|"Mokrá Lúka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1578"|"5"|"SK0328525987"|"Muráň"|"Muráň"|"Muráň"|"Muráň"|"Muráň"|"Muráň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1579"|"5"|"SK0328525995"|"Muránska Dlhá Lúka"|"Muránska Dlhá Lúka"|"Muránska Dlhá Lúka"|"Muránska Dlhá Lúka"|"Muránska Dlhá Lúka"|"Muránska Dlhá Lúka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1580"|"5"|"SK0328526002"|"Muránska Huta"|"Muránska Huta"|"Muránska Huta"|"Muránska Huta"|"Muránska Huta"|"Muránska Huta"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1581"|"5"|"SK0328526011"|"Muránska Lehota"|"Muránska Lehota"|"Muránska Lehota"|"Muránska Lehota"|"Muránska Lehota"|"Muránska Lehota"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1582"|"5"|"SK0328526029"|"Muránska Zdychava"|"Muránska Zdychava"|"Muránska Zdychava"|"Muránska Zdychava"|"Muránska Zdychava"|"Muránska Zdychava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1583"|"5"|"SK0328526037"|"Nandraž"|"Nandraž"|"Nandraž"|"Nandraž"|"Nandraž"|"Nandraž"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1584"|"5"|"SK0328515256"|"Otročok"|"Otročok"|"Otročok"|"Otročok"|"Otročok"|"Otročok"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1585"|"5"|"SK0328515302"|"Ploské"|"Ploské"|"Ploské"|"Ploské"|"Ploské"|"Ploské"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1586"|"5"|"SK0328515311"|"Polina"|"Polina"|"Polina"|"Polina"|"Polina"|"Polina"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1587"|"5"|"SK0328526100"|"Prihradzany"|"Prihradzany"|"Prihradzany"|"Prihradzany"|"Prihradzany"|"Prihradzany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1588"|"5"|"SK0328526118"|"Rákoš"|"Rákoš"|"Rákoš"|"Rákoš"|"Rákoš"|"Rákoš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1589"|"5"|"SK0328515361"|"Rašice"|"Rašice"|"Rašice"|"Rašice"|"Rašice"|"Rašice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1590"|"5"|"SK0328515370"|"Ratková"|"Ratková"|"Ratková"|"Ratková"|"Ratková"|"Ratková"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1591"|"5"|"SK0328515400"|"Ratkovské Bystré"|"Ratkovské Bystré"|"Ratkovské Bystré"|"Ratkovské Bystré"|"Ratkovské Bystré"|"Ratkovské Bystré"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0328"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
