codeAssociationSortNumber|level|codeAcronym|codeOfficialTitle|codeMediumTitle|codeShortTitle|codeOfficialTitleEn|codeMediumTitleEn|codeShortTitleEn|codeNote|codeNoteEn|codeIncludes|codeIncludesAlso|codeExcludes|codeInfo|codeAdditionalInfo|codeInfoEn|codeUnitOfMeasure|parentCode|codeValidFrom|codeValidTo|codeDateCreated|codeDateModified
"1399"|"5"|"SK0323508462"|"Beňuš"|"Beňuš"|"Beňuš"|"Beňuš"|"Beňuš"|"Beňuš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1400"|"5"|"SK0323508489"|"Braväcovo"|"Braväcovo"|"Braväcovo"|"Braväcovo"|"Braväcovo"|"Braväcovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1401"|"5"|"SK0323508497"|"Brezno"|"Brezno"|"Brezno"|"Brezno"|"Brezno"|"Brezno"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1402"|"5"|"SK0323557251"|"Bystrá"|"Bystrá"|"Bystrá"|"Bystrá"|"Bystrá"|"Bystrá"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1403"|"5"|"SK0323508527"|"Čierny Balog"|"Čierny Balog"|"Čierny Balog"|"Čierny Balog"|"Čierny Balog"|"Čierny Balog"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1404"|"5"|"SK0323508535"|"Dolná Lehota"|"Dolná Lehota"|"Dolná Lehota"|"Dolná Lehota"|"Dolná Lehota"|"Dolná Lehota"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1405"|"5"|"SK0323508578"|"Drábsko"|"Drábsko"|"Drábsko"|"Drábsko"|"Drábsko"|"Drábsko"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1406"|"5"|"SK0323508608"|"Heľpa"|"Heľpa"|"Heľpa"|"Heľpa"|"Heľpa"|"Heľpa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1407"|"5"|"SK0323508624"|"Horná Lehota"|"Horná Lehota"|"Horná Lehota"|"Horná Lehota"|"Horná Lehota"|"Horná Lehota"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1408"|"5"|"SK0323508667"|"Hronec"|"Hronec"|"Hronec"|"Hronec"|"Hronec"|"Hronec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1409"|"5"|"SK0323508691"|"Jarabá"|"Jarabá"|"Jarabá"|"Jarabá"|"Jarabá"|"Jarabá"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1410"|"5"|"SK0323508705"|"Jasenie"|"Jasenie"|"Jasenie"|"Jasenie"|"Jasenie"|"Jasenie"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1411"|"5"|"SK0323508730"|"Lom nad Rimavicou"|"Lom nad Rimavicou"|"Lom nad Rimavicou"|"Lom nad Rimavicou"|"Lom nad Rimavicou"|"Lom nad Rimavicou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1412"|"5"|"SK0323508772"|"Michalová"|"Michalová"|"Michalová"|"Michalová"|"Michalová"|"Michalová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1413"|"5"|"SK0323508811"|"Mýto pod Ďumbierom"|"Mýto pod Ďumbierom"|"Mýto pod Ďumbierom"|"Mýto pod Ďumbierom"|"Mýto pod Ďumbierom"|"Mýto pod Ďumbierom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1414"|"5"|"SK0323508829"|"Nemecká"|"Nemecká"|"Nemecká"|"Nemecká"|"Nemecká"|"Nemecká"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1415"|"5"|"SK0323508845"|"Osrblie"|"Osrblie"|"Osrblie"|"Osrblie"|"Osrblie"|"Osrblie"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1416"|"5"|"SK0323508853"|"Podbrezová"|"Podbrezová"|"Podbrezová"|"Podbrezová"|"Podbrezová"|"Podbrezová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1417"|"5"|"SK0323508870"|"Pohorelá"|"Pohorelá"|"Pohorelá"|"Pohorelá"|"Pohorelá"|"Pohorelá"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1418"|"5"|"SK0323508888"|"Pohronská Polhora"|"Pohronská Polhora"|"Pohronská Polhora"|"Pohronská Polhora"|"Pohronská Polhora"|"Pohronská Polhora"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1419"|"5"|"SK0323508900"|"Polomka"|"Polomka"|"Polomka"|"Polomka"|"Polomka"|"Polomka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1420"|"5"|"SK0323508934"|"Predajná"|"Predajná"|"Predajná"|"Predajná"|"Predajná"|"Predajná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1421"|"5"|"SK0323508951"|"Ráztoka"|"Ráztoka"|"Ráztoka"|"Ráztoka"|"Ráztoka"|"Ráztoka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1422"|"5"|"SK0323508993"|"Sihla"|"Sihla"|"Sihla"|"Sihla"|"Sihla"|"Sihla"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1423"|"5"|"SK0323509043"|"Šumiac"|"Šumiac"|"Šumiac"|"Šumiac"|"Šumiac"|"Šumiac"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1424"|"5"|"SK0323509051"|"Telgárt"|"Telgárt"|"Telgárt"|"Telgárt"|"Telgárt"|"Telgárt"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1425"|"5"|"SK0323509086"|"Valaská"|"Valaská"|"Valaská"|"Valaská"|"Valaská"|"Valaská"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1426"|"5"|"SK0323509094"|"Vaľkovňa"|"Vaľkovňa"|"Vaľkovňa"|"Vaľkovňa"|"Vaľkovňa"|"Vaľkovňa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1427"|"5"|"SK0323509124"|"Závadka nad Hronom"|"Závadka nad Hronom"|"Závadka nad Hronom"|"Závadka nad Hronom"|"Závadka nad Hronom"|"Závadka nad Hronom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0323"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1428"|"4"|"SK0324"|"Okres Detva"|"Detva"|"Detva"|"District of Detva"|"Detva"|"Detva"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK032"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"1429"|"5"|"SK0324518263"|"Detva"|"Detva"|"Detva"|"Detva"|"Detva"|"Detva"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1430"|"5"|"SK0324518271"|"Detvianska Huta"|"Detvianska Huta"|"Detvianska Huta"|"Detvianska Huta"|"Detvianska Huta"|"Detvianska Huta"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1431"|"5"|"SK0324518379"|"Dúbravy"|"Dúbravy"|"Dúbravy"|"Dúbravy"|"Dúbravy"|"Dúbravy"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1432"|"5"|"SK0324518450"|"Horný Tisovník"|"Horný Tisovník"|"Horný Tisovník"|"Horný Tisovník"|"Horný Tisovník"|"Horný Tisovník"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1433"|"5"|"SK0324518468"|"Hriňová"|"Hriňová"|"Hriňová"|"Hriňová"|"Hriňová"|"Hriňová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1434"|"5"|"SK0324518492"|"Klokoč"|"Klokoč"|"Klokoč"|"Klokoč"|"Klokoč"|"Klokoč"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1435"|"5"|"SK0324580520"|"Korytárky"|"Korytárky"|"Korytárky"|"Korytárky"|"Korytárky"|"Korytárky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1436"|"5"|"SK0324518549"|"Kriváň"|"Kriváň"|"Kriváň"|"Kriváň"|"Kriváň"|"Kriváň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1437"|"5"|"SK0324511510"|"Látky"|"Látky"|"Látky"|"Látky"|"Látky"|"Látky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1438"|"5"|"SK0324511731"|"Podkriváň"|"Podkriváň"|"Podkriváň"|"Podkriváň"|"Podkriváň"|"Podkriváň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1439"|"5"|"SK0324518794"|"Slatinské Lazy"|"Slatinské Lazy"|"Slatinské Lazy"|"Slatinské Lazy"|"Slatinské Lazy"|"Slatinské Lazy"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1440"|"5"|"SK0324518816"|"Stará Huta"|"Stará Huta"|"Stará Huta"|"Stará Huta"|"Stará Huta"|"Stará Huta"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1441"|"5"|"SK0324518824"|"Stožok"|"Stožok"|"Stožok"|"Stožok"|"Stožok"|"Stožok"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1442"|"5"|"SK0324518921"|"Vígľaš"|"Vígľaš"|"Vígľaš"|"Vígľaš"|"Vígľaš"|"Vígľaš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1443"|"5"|"SK0324518930"|"Vígľašská Huta-Kalinka"|"Vígľašská Huta-Kalinka"|"Vígľašská Huta-Kalinka"|"Vígľašská Huta-Kalinka"|"Vígľašská Huta-Kalinka"|"Vígľašská Huta-Kalinka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0324"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1444"|"4"|"SK0325"|"Okres Krupina"|"Krupina"|"Krupina"|"District of Krupina"|"Krupina"|"Krupina"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK032"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"1445"|"5"|"SK0325518212"|"Bzovík"|"Bzovík"|"Bzovík"|"Bzovík"|"Bzovík"|"Bzovík"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1446"|"5"|"SK0325518239"|"Cerovo"|"Cerovo"|"Cerovo"|"Cerovo"|"Cerovo"|"Cerovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1447"|"5"|"SK0325518247"|"Čabradský Vrbovok"|"Čabradský Vrbovok"|"Čabradský Vrbovok"|"Čabradský Vrbovok"|"Čabradský Vrbovok"|"Čabradský Vrbovok"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1448"|"5"|"SK0325518255"|"Čekovce"|"Čekovce"|"Čekovce"|"Čekovce"|"Čekovce"|"Čekovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1449"|"5"|"SK0325518280"|"Devičie"|"Devičie"|"Devičie"|"Devičie"|"Devičie"|"Devičie"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1450"|"5"|"SK0325518301"|"Dolné Mladonice"|"Dolné Mladonice"|"Dolné Mladonice"|"Dolné Mladonice"|"Dolné Mladonice"|"Dolné Mladonice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1451"|"5"|"SK0325518310"|"Dolný Badín"|"Dolný Badín"|"Dolný Badín"|"Dolný Badín"|"Dolný Badín"|"Dolný Badín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1452"|"5"|"SK0325518336"|"Domaníky"|"Domaníky"|"Domaníky"|"Domaníky"|"Domaníky"|"Domaníky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1453"|"5"|"SK0325518344"|"Drážovce"|"Drážovce"|"Drážovce"|"Drážovce"|"Drážovce"|"Drážovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1454"|"5"|"SK0325518352"|"Drienovo"|"Drienovo"|"Drienovo"|"Drienovo"|"Drienovo"|"Drienovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1455"|"5"|"SK0325518387"|"Dudince"|"Dudince"|"Dudince"|"Dudince"|"Dudince"|"Dudince"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1456"|"5"|"SK0325518409"|"Hontianske Moravce"|"Hontianske Moravce"|"Hontianske Moravce"|"Hontianske Moravce"|"Hontianske Moravce"|"Hontianske Moravce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1457"|"5"|"SK0325518417"|"Hontianske Nemce"|"Hontianske Nemce"|"Hontianske Nemce"|"Hontianske Nemce"|"Hontianske Nemce"|"Hontianske Nemce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1458"|"5"|"SK0325518425"|"Hontianske Tesáre"|"Hontianske Tesáre"|"Hontianske Tesáre"|"Hontianske Tesáre"|"Hontianske Tesáre"|"Hontianske Tesáre"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1459"|"5"|"SK0325518433"|"Horné Mladonice"|"Horné Mladonice"|"Horné Mladonice"|"Horné Mladonice"|"Horné Mladonice"|"Horné Mladonice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1460"|"5"|"SK0325518441"|"Horný Badín"|"Horný Badín"|"Horný Badín"|"Horný Badín"|"Horný Badín"|"Horný Badín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1461"|"5"|"SK0325518484"|"Jalšovík"|"Jalšovík"|"Jalšovík"|"Jalšovík"|"Jalšovík"|"Jalšovík"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1462"|"5"|"SK0325518514"|"Kozí Vrbovok"|"Kozí Vrbovok"|"Kozí Vrbovok"|"Kozí Vrbovok"|"Kozí Vrbovok"|"Kozí Vrbovok"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1463"|"5"|"SK0325518531"|"Kráľovce-Krnišov"|"Kráľovce-Krnišov"|"Kráľovce-Krnišov"|"Kráľovce-Krnišov"|"Kráľovce-Krnišov"|"Kráľovce-Krnišov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1464"|"5"|"SK0325518557"|"Krupina"|"Krupina"|"Krupina"|"Krupina"|"Krupina"|"Krupina"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1465"|"5"|"SK0325518565"|"Lackov"|"Lackov"|"Lackov"|"Lackov"|"Lackov"|"Lackov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1466"|"5"|"SK0325518573"|"Ladzany"|"Ladzany"|"Ladzany"|"Ladzany"|"Ladzany"|"Ladzany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1467"|"5"|"SK0325518603"|"Lišov"|"Lišov"|"Lišov"|"Lišov"|"Lišov"|"Lišov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1468"|"5"|"SK0325518611"|"Litava"|"Litava"|"Litava"|"Litava"|"Litava"|"Litava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1469"|"5"|"SK0325518646"|"Medovarce"|"Medovarce"|"Medovarce"|"Medovarce"|"Medovarce"|"Medovarce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1470"|"5"|"SK0325518701"|"Rykynčice"|"Rykynčice"|"Rykynčice"|"Rykynčice"|"Rykynčice"|"Rykynčice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1471"|"5"|"SK0325518735"|"Sebechleby"|"Sebechleby"|"Sebechleby"|"Sebechleby"|"Sebechleby"|"Sebechleby"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1472"|"5"|"SK0325518743"|"Selce"|"Selce"|"Selce"|"Selce"|"Selce"|"Selce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1473"|"5"|"SK0325518751"|"Senohrad"|"Senohrad"|"Senohrad"|"Senohrad"|"Senohrad"|"Senohrad"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1474"|"5"|"SK0325518832"|"Sudince"|"Sudince"|"Sudince"|"Sudince"|"Sudince"|"Sudince"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1475"|"5"|"SK0325518841"|"Súdovce"|"Súdovce"|"Súdovce"|"Súdovce"|"Súdovce"|"Súdovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1476"|"5"|"SK0325518867"|"Terany"|"Terany"|"Terany"|"Terany"|"Terany"|"Terany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1477"|"5"|"SK0325518883"|"Trpín"|"Trpín"|"Trpín"|"Trpín"|"Trpín"|"Trpín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1478"|"5"|"SK0325518905"|"Uňatín"|"Uňatín"|"Uňatín"|"Uňatín"|"Uňatín"|"Uňatín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1479"|"5"|"SK0325518956"|"Zemiansky Vrbovok"|"Zemiansky Vrbovok"|"Zemiansky Vrbovok"|"Zemiansky Vrbovok"|"Zemiansky Vrbovok"|"Zemiansky Vrbovok"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1480"|"5"|"SK0325518999"|"Žibritov"|"Žibritov"|"Žibritov"|"Žibritov"|"Žibritov"|"Žibritov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0325"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1481"|"4"|"SK0326"|"Okres Lučenec"|"Lučenec"|"Lučenec"|"District of Lučenec"|"Lučenec"|"Lučenec"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK032"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"1482"|"5"|"SK0326511226"|"Ábelová"|"Ábelová"|"Ábelová"|"Ábelová"|"Ábelová"|"Ábelová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1483"|"5"|"SK0326511234"|"Belina"|"Belina"|"Belina"|"Belina"|"Belina"|"Belina"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1484"|"5"|"SK0326557315"|"Biskupice"|"Biskupice"|"Biskupice"|"Biskupice"|"Biskupice"|"Biskupice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1485"|"5"|"SK0326511251"|"Boľkovce"|"Boľkovce"|"Boľkovce"|"Boľkovce"|"Boľkovce"|"Boľkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1486"|"5"|"SK0326511277"|"Budiná"|"Budiná"|"Budiná"|"Budiná"|"Budiná"|"Budiná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1487"|"5"|"SK0326558273"|"Bulhary"|"Bulhary"|"Bulhary"|"Bulhary"|"Bulhary"|"Bulhary"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1488"|"5"|"SK0326511293"|"Buzitka"|"Buzitka"|"Buzitka"|"Buzitka"|"Buzitka"|"Buzitka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1489"|"5"|"SK0326511323"|"Čakanovce"|"Čakanovce"|"Čakanovce"|"Čakanovce"|"Čakanovce"|"Čakanovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1490"|"5"|"SK0326511331"|"Čamovce"|"Čamovce"|"Čamovce"|"Čamovce"|"Čamovce"|"Čamovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1491"|"5"|"SK0326511358"|"Divín"|"Divín"|"Divín"|"Divín"|"Divín"|"Divín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1492"|"5"|"SK0326511366"|"Dobroč"|"Dobroč"|"Dobroč"|"Dobroč"|"Dobroč"|"Dobroč"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1493"|"5"|"SK0326511391"|"Fiľakovo"|"Fiľakovo"|"Fiľakovo"|"Fiľakovo"|"Fiľakovo"|"Fiľakovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"1494"|"5"|"SK0326511404"|"Fiľakovské Kováče"|"Fiľakovské Kováče"|"Fiľakovské Kováče"|"Fiľakovské Kováče"|"Fiľakovské Kováče"|"Fiľakovské Kováče"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0326"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
